crop_name,name,ripening,harvest_days,is_hybrid,conditions,notes,source
Редька,Маргеланская,mid,75,false,any,,"каталоги сортов, сверено 2+ источника (stroy-podskazka.ru, gidfermer.com), 2026-08-17: 60-90 дней"
Редька,Зимняя круглая чёрная,late,105,false,any,,"каталоги сортов, сверено 2+ источника (kp.ru, rusfermer.net), 2026-08-17: 100-110 дней"
