crop_name,name,ripening,harvest_days,is_hybrid,conditions,notes,source
Патиссон,НЛО белый,mid,40,false,any,,"каталоги сортов, сверено 2+ источника (ferma.expert, lafa.ru), 2026-08-17: 40 дней после высадки"
Патиссон,Диск,early,53,false,any,,"каталоги сортов, сверено 2+ источника (ferma.expert, 7dach.ru), 2026-08-17: 53 дня от всходов"
