crop_name,name,ripening,harvest_days,is_hybrid,conditions,notes,source
Шпинат,Жирнолистный,early,33,false,any,,"каталоги сортов, сверено 2+ источника (cekatop.ru, rusfermer.net), 2026-08-17: 30-35 дней"
Шпинат,Виктория,early,33,false,any,,"каталоги сортов, сверено 2+ источника (rusfermer.net, greeninfo.ru), 2026-08-17: 30-35 дней"
