crop_name,name,ripening,harvest_days,is_hybrid,conditions,notes,source
Арбуз,Огонёк,early,79,false,any,,"каталоги сортов, сверено 2+ источника (ferma.expert, dachadecor.ru), 2026-08-17: 71-87 дней от всходов"
Арбуз,Сахарный малыш,early,75,false,any,,"каталоги сортов, сверено 2+ источника (sortoved.ru и др.), 2026-08-17: 75 дней от всходов"
