crop_name,name,ripening,harvest_days,is_hybrid,conditions,notes,source
Фасоль стручковая,Сакса без волокна 615,early,48,false,any,,"каталоги сортов, сверено 2+ источника (ncsemena.ru, leplants.ru), 2026-08-17: 45-50 дней"
Фасоль стручковая,Масляный король,early,50,false,any,,"каталоги сортов, сверено 2+ источника (7dach.ru, sad24.ru), 2026-08-17: 50 дней"
