crop_name,name,ripening,harvest_days,is_hybrid,conditions,notes,source
Пастернак,Круглый,early,108,false,any,,"каталоги сортов (azbyka.ru и др.), 2026-08-17: 105-110 дней"
Пастернак,Студент,late,155,false,any,,"каталоги сортов (azbyka.ru и др.), 2026-08-17: 150-160 дней"
