crop_name,name,ripening,harvest_days,is_hybrid,conditions,notes,source
Кинза,Бородинский,mid,42,false,any,,"каталоги сортов, сверено 2+ источника (agrosemfond.ru, zelenj.ru), 2026-08-17: 40-45 дней от всходов"
Кинза,Авангард,mid,46,false,any,,"каталоги сортов, сверено 2+ источника (uralsemena.com, semena74.com), 2026-08-17: 45-47 дней от всходов"
